Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
10,2,5,29,20,49
8,2,5,23,16,39
24,2,5,70,48,118
27,2,5,76,54,130
11,2,5,31,22,53
5,2,5,12,10,22
18,2,5,35,36,71
29,2,5,57,58,115
7,2,5,21,14,35
22,2,5,65,44,109
27,3,9,130,81,211
26,3,9,126,78,204
24,7,9,46,168,214
1,7,9,2,7,9
17,7,9,31,119,150
22,7,9,40,154,194
13,7,9,11,91,102
1,7,9,1,7,8
13,7,9,4,91,95
1,7,9,0,7,7
22,7,9,0,154,154
1,7,9,1,7,8
31,7,9,3,217,220
9,3,8,44,27,71
13,3,8,58,39,97
26,3,8,115,78,193
24,8,22,225,192,417
20,8,22,210,160,370
21,8,22,289,168,457
2,8,22,22,16,38
1,8,22,10,8,18
5,9,24,56,45,101
26,9,24,384,234,618
23,9,24,334,207,541
21,13,35,433,273,706
28,13,35,577,364,941
12,13,35,256,156,412
24,13,35,394,312,706
10,13,35,164,130,294
17,13,35,261,221,482
10,13,35,206,130,336
16,13,35,330,208,538
25,13,35,515,325,840
28,13,35,547,364,911
9,13,35,157,117,274
7,13,35,110,91,201
15,13,35,325,195,520
27,13,35,443,351,794
31,13,35,541,403,944
18,13,35,302,234,536
20,13,35,426,260,686
18,13,35,320,234,554
21,13,35,366,273,639
18,13,35,314,234,548
4,13,35,63,52,115
23,13,35,490,299,789
12,13,35,209,156,365
26,21,55,712,546,1258
7,38,50,81,266,347
19,38,50,48,722,770
7,42,54,76,294,370
5,42,54,25,210,235
10,38,50,55,380,435
17,42,54,195,714,909
21,42,54,105,882,987
8,42,54,40,336,376
15,42,54,148,630,778
1,42,54,11,42,53
1,1912,3400,1352,1912,3264
1,1898,3375,937,1898,2835
3,1912,3400,3138,5736,8874
3,1266,2320,2257,3798,6055
1,420,769,334,420,754
2,420,769,667,840,1507
1,1252,2295,745,1252,1997
1,1266,2320,892,1266,2158
1,420,769,249,420,669
2,1266,2320,1273,2532,3805
1,1252,2295,997,1252,2249
1,308,565,246,308,554
1,487,783,124,487,611
1,2171,3578,942,2171,3113
3,2171,3578,2826,6513,9339
3,344,540,556,1032,1588
1,344,540,126,344,470
1,713,1120,205,713,918
1,344,540,174,344,518
1,344,540,83,344,427
3,344,540,248,1032,1280
7,26,70,200,182,382
29,26,70,1235,754,1989
23,26,70,996,598,1594
14,3,9,81,42,123
28,3,9,135,84,219
26,13,35,563,338,901
26,13,35,563,338,901
14,1,2,10,14,24
20,1,2,14,20,34
8,2,5,23,16,39
32,2,5,62,64,126
25,1,2,19,25,44
4,1,2,3,4,7
5,13,35,98,65,163
15,13,35,293,195,488
23,13,35,401,299,700
20,13,35,349,260,609
6,1,4,13,6,19
1,2,5,3,2,5
5,2,5,15,10,25
6,1,2,6,6,12
15,1,2,14,15,29
2,2,5,6,4,10
16,2,5,47,32,79
10,1,4,23,10,33
27,2,5,63,54,117
2,1,2,2,2,4
10,2,5,30,20,50
2,2,5,6,4,10
29,1,2,20,29,49
7,1,2,5,7,12
1,9,25,16,9,25
6,9,25,93,54,147
6,1,2,4,6,10
19,11,29,331,209,540
8,11,29,139,88,227
8,1,4,23,8,31
7,1,4,18,7,25
26,1,4,66,26,92
13,2,5,31,26,57
1,1,2,1,1,2
2,1,4,6,2,8
17,1,4,48,17,65
4,1,4,11,4,15
19,1,4,55,19,74
4,2,5,9,8,17
13,2,5,31,26,57
5,8,21,63,40,103
21,8,21,264,168,432
13,1,2,11,13,24
1,1,2,1,1,2
20,8,21,184,160,344
6,8,21,55,48,103
1,461,742,251,461,712
1,461,742,251,461,712
3,1482,2384,2420,4446,6866
1,1482,2384,592,1482,2074
1,755,1215,436,755,1191
22,24,64,852,528,1380
3,45,120,146,135,281
8,45,120,466,360,826
3,59,159,238,177,415
30,4,10,141,120,261
14,4,10,66,56,122
23,2,5,64,46,110
7,2,5,20,14,34
18,2,5,50,36,86
3,2,5,8,6,14
18,2,5,52,36,88
25,2,5,73,50,123
5,2,5,15,10,25
3,2,5,9,6,15
14,2,5,41,28,69
7,2,5,20,14,34
5,2,5,15,10,25
20,2,5,58,40,98
15,2,5,44,30,74
26,2,5,73,52,125
27,2,5,78,54,132
11,3,9,48,33,81
12,3,9,53,36,89
1,7,9,2,7,9
4,7,9,2,28,30
2,7,9,4,14,18
8,7,9,15,56,71
29,9,24,421,261,682
1,9,24,15,9,24
9,9,24,107,81,188
1,9,24,15,9,24
9,13,35,195,117,312
11,13,35,192,143,335
6,13,35,88,78,166
23,13,35,498,299,797
18,13,35,371,234,605
14,13,35,200,182,382
29,13,35,628,377,1005
2,13,35,31,26,57
19,13,35,391,247,638
19,13,35,411,247,658
28,13,35,459,364,823
1,13,35,21,13,34
31,13,35,660,403,1063
26,13,35,372,338,710
26,13,35,408,338,746
21,38,50,242,798,1040
2,42,54,23,84,107
12,38,50,138,456,594
20,38,50,50,760,810
1,42,54,5,42,47
1,38,50,11,38,49
1,1898,3375,937,1898,2835
1,1266,2320,961,1266,2227
1,1252,2295,997,1252,2249
1,1555,2443,790,1555,2345
1,713,1120,385,713,1098
2,713,1120,769,1426,2195
2,1555,2443,1581,3110,4691
1,487,783,155,487,642
3,713,1120,751,2139,2890
3,713,1120,515,2139,2654
3,344,540,296,1032,1328
18,26,70,742,468,1210
1,26,70,29,26,55
17,3,9,68,51,119
6,1,2,6,6,12
4,1,2,4,4,8
9,1,2,5,9,14
1,1,2,1,1,2
12,8,21,103,96,199
27,2,5,78,54,132
15,1,2,15,15,30
5,11,30,94,55,149
27,11,30,505,297,802
5,2,5,15,10,25
27,1,2,18,27,45
11,2,5,32,22,54
20,1,2,14,20,34
8,1,2,6,8,14
11,1,2,8,11,19
16,2,5,38,32,70
6,2,5,14,12,26
5,9,25,75,45,120
31,9,25,465,279,744
25,2,5,59,50,109
19,12,33,317,228,545
23,9,25,362,207,569
1,9,25,16,9,25
1,1,4,2,1,3
18,1,4,41,18,59
25,1,4,57,25,82
6,2,5,14,12,26
23,2,5,54,46,100
20,1,2,20,20,40
11,1,2,11,11,22
30,1,2,20,30,50
9,1,2,6,9,15
5,2,5,10,10,20
14,2,5,27,28,55
10,2,5,19,20,39
27,2,5,57,54,111
10,2,5,21,20,41
25,1,2,14,25,39
15,8,21,138,120,258
10,8,21,92,80,172
12,1,2,10,12,22
14,8,21,144,112,256
8,8,21,82,64,146
14,8,21,144,112,256
1,1482,2384,592,1482,2074
3,461,742,554,1383,1937
1,461,742,185,461,646
1,1482,2384,807,1482,2289
1,1482,2384,473,1482,1955
3,755,1215,1307,2265,3572
1,1482,2384,378,1482,1860
1,461,742,162,461,623
16,24,64,599,384,983
21,3,9,118,63,181
4,3,9,23,12,35
13,2,5,25,26,51
17,4,10,95,68,163
1,2,5,3,2,5
6,2,5,18,12,30
25,4,10,148,100,248
1,2,5,2,2,4
7,2,5,14,14,28
9,2,5,26,18,44
20,2,5,58,40,98
17,2,5,32,34,66
5,2,5,10,10,20
8,2,5,23,16,39
17,2,5,49,34,83
7,2,5,13,14,27
11,2,5,32,22,54
28,2,5,83,56,139
22,2,5,58,44,102
21,2,5,56,42,98
25,3,9,148,75,223
18,3,9,106,54,160
10,2,5,24,20,44
26,2,5,61,52,113
10,7,9,1,70,71
21,7,9,19,147,166
21,7,9,34,147,181
24,7,9,39,168,207
17,7,9,31,119,150
25,7,9,48,175,223
12,7,9,10,84,94
28,7,9,51,196,247
15,7,9,27,105,132
9,7,9,0,63,63
20,3,8,97,60,157
18,3,8,58,54,112
1,3,8,5,3,8
25,8,22,345,200,545
16,8,22,217,128,345
17,8,22,231,136,367
20,8,22,227,160,387
15,8,22,207,120,327
31,8,22,284,248,532
12,8,22,165,96,261
28,8,22,386,224,610
15,8,22,207,120,327
27,8,22,372,216,588
24,9,24,354,216,570
9,9,24,133,81,214
24,9,24,354,216,570
2,9,24,30,18,48
9,9,24,131,81,212
19,9,24,276,171,447
20,9,24,290,180,470
9,13,35,195,117,312
15,13,35,215,195,410
24,13,35,377,312,689
11,13,35,227,143,370
25,13,35,419,325,744
5,13,35,68,65,133
20,13,35,426,260,686
2,13,35,43,26,69
15,13,35,320,195,515
12,13,35,256,156,412
12,13,35,172,156,328
14,13,35,298,182,480
1,13,35,21,13,34
28,13,35,596,364,960
11,13,35,234,143,377
6,13,35,107,78,185
13,13,35,277,169,446
8,13,35,170,104,274
23,42,54,264,966,1230
27,42,54,3,1134,1137
8,42,54,92,336,428
12,38,50,132,456,588
20,42,54,100,840,940
5,38,50,58,190,248
19,42,54,187,798,985
28,38,50,28,1064,1092
11,42,54,120,462,582
28,42,54,306,1176,1482
23,42,54,189,966,1155
7,42,54,76,294,370
2,1252,2295,1260,2504,3764
2,308,565,345,616,961
1,1252,2295,997,1252,2249
2,1252,2295,1260,2504,3764
1,1266,2320,1008,1266,2274
1,1266,2320,752,1266,2018
1,1266,2320,1031,1266,2297
2,420,769,498,840,1338
1,308,565,189,308,497
3,344,540,556,1032,1588
1,487,783,124,487,611
1,344,540,185,344,529
2,2171,3578,1884,4342,6226
1,1083,1701,244,1083,1327
3,713,1120,1019,2139,3158
2,487,783,529,974,1503
1,344,540,185,344,529
1,344,540,185,344,529
1,344,540,158,344,502
1,344,540,185,344,529
3,344,540,199,1032,1231
1,1555,2443,864,1555,2419
1,2171,3578,1335,2171,3506
2,3,9,12,6,18
17,2,5,49,34,83
24,13,35,511,312,823
10,13,35,213,130,343
4,2,5,12,8,20
4,2,5,12,8,20
18,2,5,42,36,78
17,2,5,50,34,84
13,2,5,38,26,64
17,2,5,48,34,82
29,1,2,25,29,54
1,1,2,1,1,2
20,1,2,14,20,34
21,13,35,330,273,603
30,13,35,471,390,861
20,13,35,314,260,574
25,1,2,24,25,49
30,1,2,29,30,59
21,1,2,20,21,41
14,1,2,13,14,27
17,1,2,16,17,33
18,1,2,17,18,35
20,1,2,11,20,31
19,9,25,285,171,456
21,9,25,315,189,504
16,1,2,14,16,30
25,1,2,22,25,47
10,1,2,9,10,19
13,12,33,204,156,360
17,12,33,239,204,443
10,12,33,141,120,261
25,1,2,19,25,44
19,2,5,55,38,93
4,1,4,12,4,16
13,1,4,38,13,51
17,1,4,50,17,67
22,2,5,64,44,108
18,1,2,18,18,36
1,11,30,15,11,26
25,11,30,378,275,653
30,11,30,453,330,783
26,1,2,25,26,51
15,1,2,14,15,29
22,1,2,21,22,43
12,8,21,103,96,199
7,8,21,60,56,116
15,8,21,129,120,249
14,1,2,14,14,28
3,11,29,38,33,71
24,11,29,307,264,571
21,1,4,61,21,82
15,2,5,44,30,74
6,2,5,17,12,29
10,1,2,10,10,20
6,1,4,18,6,24
5,1,4,15,5,20
2,1482,2384,1613,2964,4577
3,1482,2384,2420,4446,6866
3,461,742,376,1383,1759
1,24,64,39,24,63
6,24,64,232,144,376
10,2,5,28,20,48
2,2,5,5,4,9
27,2,5,72,54,126
9,2,5,17,18,35
27,2,5,78,54,132
25,2,5,73,50,123
12,2,5,35,24,59
4,4,10,23,16,39
29,2,5,64,58,122
12,3,9,48,36,84
6,3,9,28,18,46
14,3,9,66,42,108
30,3,9,177,90,267
10,3,9,59,30,89
24,3,9,109,72,181
23,3,9,105,69,174
15,4,10,59,60,119
5,4,10,20,20,40
13,7,9,21,91,112
4,7,9,7,28,35
1,7,9,0,7,7
6,7,9,4,42,46
24,7,9,0,168,168
23,7,9,17,161,178
20,7,9,0,140,140
3,7,9,1,21,22
9,7,9,1,63,64
25,3,8,121,75,196
15,8,22,167,120,287
1,8,22,11,8,19
27,8,22,295,216,511
28,8,22,367,224,591
26,9,24,290,234,524
21,9,24,244,189,433
15,9,24,178,135,313
20,13,35,328,260,588
1,13,35,20,13,33
11,13,35,227,143,370
16,13,35,330,208,538
17,13,35,362,221,583
1,13,35,21,13,34
27,13,35,462,351,813
9,13,35,195,117,312
24,13,35,419,312,731
11,13,35,227,143,370
22,13,35,469,286,755
12,13,35,209,156,365
24,13,35,511,312,823
27,13,35,462,351,813
1,13,35,21,13,34
3,21,55,95,63,158
11,21,55,362,231,593
13,21,55,428,273,701
13,21,55,435,273,708
2,42,54,10,84,94
18,42,54,197,756,953
9,42,54,98,378,476
2,38,50,22,76,98
4,42,54,39,168,207
31,38,50,155,1178,1333
25,38,50,100,950,1050
26,42,54,115,1092,1207
26,42,54,129,1092,1221
15,42,54,75,630,705
21,42,54,14,882,896
3,1252,2295,3060,3756,6816
1,1266,2320,961,1266,2227
3,1266,2320,1631,3798,5429
1,308,565,234,308,542
1,1252,2295,951,1252,2203
1,1266,2320,1008,1266,2274
1,2171,3578,942,2171,3113
1,713,1120,362,713,1075
1,713,1120,172,713,885
3,487,783,583,1461,2044
1,344,540,126,344,470
1,2171,3578,1335,2171,3506
23,26,70,980,598,1578
14,26,70,596,364,960
5,26,70,217,130,347
16,3,9,95,48,143
17,9,25,268,153,421
18,1,2,15,18,33
22,1,2,21,22,43
27,1,2,26,27,53
24,9,25,306,216,522
10,9,25,128,90,218
17,1,2,11,17,28
12,1,2,8,12,20
11,1,2,7,11,18
22,1,2,21,22,43
11,1,2,11,11,22
24,1,2,18,24,42
29,1,2,21,29,50
19,12,33,374,228,602
29,12,33,571,348,919
1,2,5,3,2,5
3,11,30,56,33,89
10,11,30,187,110,297
13,2,5,38,26,64
8,1,2,5,8,13
1,1,2,1,1,2
12,1,2,8,12,20
14,1,2,13,14,27
23,1,2,22,23,45
8,2,5,17,16,33
14,2,5,29,28,57
22,2,5,52,44,96
15,1,2,14,15,29
27,8,21,277,216,493
29,8,21,298,232,530
26,8,21,267,208,475
11,2,5,32,22,54
16,2,5,46,32,78
28,1,2,27,28,55
24,1,2,24,24,48
3,2,5,6,6,12
19,11,29,226,209,435
5,1,2,5,5,10
28,1,2,26,28,54
21,12,33,344,252,596
4,12,33,66,48,114
11,2,5,26,22,48
2,1,2,1,2,3
31,1,2,22,31,53
26,2,5,75,52,127
21,2,5,61,42,103
18,2,5,52,36,88
21,2,5,61,42,103
20,2,5,58,40,98
7,2,5,20,14,34
20,8,21,201,160,361
16,8,21,161,128,289
26,1,2,15,26,41
22,1,4,55,22,77
12,1,4,30,12,42
1,1,4,2,1,3
1,1482,2384,735,1482,2217
1,755,1215,411,755,1166
1,1482,2384,878,1482,2360
3,1482,2384,2563,4446,7009
2,461,742,354,922,1276
3,1482,2384,2420,4446,6866
18,24,64,674,432,1106
9,24,64,348,216,564
7,24,64,271,168,439
6,45,120,299,270,569
4,59,159,317,236,553
26,2,5,61,52,113
16,2,5,38,32,70
18,2,5,50,36,86
1,2,5,3,2,5
24,2,5,67,48,115
14,3,9,81,42,123
22,3,9,128,66,194
3,2,5,9,6,15
24,2,5,56,48,104
14,2,5,41,28,69
5,2,5,15,10,25
26,3,9,154,78,232
5,3,9,30,15,45
25,2,5,48,50,98
7,2,5,13,14,27
16,4,10,61,64,125
13,3,9,73,39,112
13,3,9,73,39,112
24,3,9,114,72,186
14,3,9,66,42,108
22,3,9,124,66,190
20,3,9,113,60,173
13,2,5,31,26,57
9,2,5,21,18,39
1,2,5,3,2,5
5,2,5,15,10,25
2,7,9,0,14,14
19,7,9,14,133,147
26,7,9,36,182,218
13,7,9,21,91,112
21,7,9,34,147,181
8,7,9,15,56,71
14,7,9,25,98,123
11,7,9,9,77,86
21,7,9,38,147,185
10,7,9,19,70,89
22,7,9,18,154,172
30,3,8,119,90,209
13,8,22,162,104,266
6,8,22,56,48,104
29,8,22,317,232,549
20,8,22,218,160,378
22,8,22,202,176,378
16,8,22,220,128,348
16,8,22,220,128,348
13,9,24,183,117,300
13,9,24,145,117,262
14,9,24,139,126,265
11,9,24,123,99,222
16,9,24,190,144,334
15,13,35,246,195,441
1,13,35,15,13,28
10,13,35,217,130,347
22,13,35,476,286,762
25,13,35,358,325,683
1,13,35,21,13,34
14,13,35,288,182,470
15,13,35,309,195,504
3,13,35,59,39,98
6,13,35,128,78,206
6,13,35,124,78,202
4,13,35,87,52,139
6,13,35,124,78,202
2,13,35,31,26,57
28,13,35,459,364,823
10,13,35,196,130,326
15,13,35,257,195,452
20,21,55,438,420,858
30,21,55,987,630,1617
1,38,50,5,38,43
23,38,50,265,874,1139
31,38,50,31,1178,1209
27,42,54,309,1134,1443
24,38,50,132,912,1044
17,38,50,85,646,731
15,38,50,150,570,720
9,42,54,45,378,423
1,1252,2295,538,1252,1790
1,1912,3400,1046,1912,2958
1,1912,3400,774,1912,2686
1,1912,3400,774,1912,2686
3,1252,2295,2165,3756,5921
1,1252,2295,997,1252,2249
1,1252,2295,722,1252,1974
1,1266,2320,961,1266,2227
1,1252,2295,1020,1252,2272
2,308,565,469,616,1085
1,308,565,234,308,542
1,1252,2295,882,1252,2134
1,2171,3578,620,2171,2791
3,2171,3578,4006,6513,10519
2,713,1120,411,1426,1837
1,487,783,280,487,767
1,1555,2443,790,1555,2345
1,1555,2443,790,1555,2345
1,1519,2443,753,1519,2272
1,487,783,265,487,752
3,713,1120,482,2139,2621
3,344,540,523,1032,1555
1,344,540,191,344,535
1,344,540,126,344,470
1,487,783,194,487,681
1,344,540,174,344,518
3,344,540,377,1032,1409
12,26,70,494,312,806
18,26,70,767,468,1235
3,1,4,6,3,9
8,1,4,17,8,25
23,1,2,21,23,44
24,1,2,22,24,46
18,1,2,18,18,36
7,13,35,149,91,240
20,13,35,426,260,686
19,1,2,18,19,37
4,12,33,67,48,115
9,1,4,21,9,30
3,1,4,7,3,10
5,1,2,5,5,10
21,1,2,19,21,40
4,2,5,12,8,20
28,1,2,26,28,54
3,2,5,9,6,15
25,2,5,74,50,124
15,1,4,43,15,58
10,1,4,28,10,38
11,2,5,23,22,45
26,8,21,316,208,524
8,8,21,97,64,161
18,1,4,51,18,69
1,1,4,3,1,4
20,1,4,57,20,77
20,11,30,302,220,522
14,12,33,192,168,360
17,1,2,10,17,27
24,1,2,15,24,39
30,2,5,87,60,147
28,1,4,68,28,96
25,1,4,61,25,86
5,1,4,14,5,19
24,1,4,65,24,89
1,1482,2384,521,1482,2003
1,755,1215,266,755,1021
1,1482,2384,878,1482,2360
1,755,1215,302,755,1057
1,461,742,125,461,586
2,1482,2384,1470,2964,4434
1,461,742,177,461,638
1,755,1215,302,755,1057
3,1482,2384,2563,4446,7009
3,461,742,554,1383,1937
29,24,64,770,696,1466
9,24,64,354,216,570
8,3,9,35,24,59
2,3,9,9,6,15
16,4,10,75,64,139
7,4,10,33,28,61
29,2,5,81,58,139
3,3,9,12,9,21
1,3,9,4,3,7
29,3,9,132,87,219
18,3,9,82,54,136
13,2,5,27,26,53
14,2,5,29,28,57
4,2,5,12,8,20
1,2,5,3,2,5
5,2,5,14,10,24
14,2,5,39,28,67
5,2,5,14,10,24
20,2,5,56,40,96
6,2,5,17,12,29
15,2,5,44,30,74
7,2,5,20,14,34
20,4,10,116,80,196
9,4,10,52,36,88
22,4,10,128,88,216
19,4,10,110,76,186
25,4,10,145,100,245
22,4,10,128,88,216
2,2,5,4,4,8
24,2,5,50,48,98
24,2,5,54,48,102
1,2,5,2,2,4
16,2,5,45,32,77
13,3,9,53,39,92
7,2,5,20,14,34
1,2,5,3,2,5
12,7,9,23,84,107
29,7,9,53,203,256
4,7,9,7,28,35
24,7,9,46,168,214
23,7,9,42,161,203
1,7,9,2,7,9
11,7,9,20,77,97
3,7,9,1,21,22
2,7,9,3,14,17
19,7,9,14,133,147
1,7,9,2,7,9
3,7,9,2,21,23
26,7,9,47,182,229
18,3,8,64,54,118
17,3,8,65,51,116
14,8,22,128,112,240
1,9,24,15,9,24
23,9,24,273,207,480
3,13,35,62,39,101
15,13,35,320,195,515
19,13,35,391,247,638
25,13,35,393,325,718
7,13,35,122,91,213
16,13,35,330,208,538
1,13,35,21,13,34
19,13,35,405,247,652
1,13,35,21,13,34
19,13,35,278,247,525
18,13,35,371,234,605
10,13,35,164,130,294
11,13,35,192,143,335
12,13,35,209,156,365
11,13,35,238,143,381
11,13,35,161,143,304
3,42,54,34,126,160
14,38,50,154,532,686
4,38,50,46,152,198
1,38,50,1,38,39
22,38,50,121,836,957
28,42,54,306,1176,1482
13,42,54,142,546,688
26,38,50,260,988,1248
9,38,50,27,342,369
1,1266,2320,752,1266,2018
1,1252,2295,997,1252,2249
3,1252,2295,3060,3756,6816
2,295,540,296,590,886
1,1266,2320,961,1266,2227
1,1266,2320,567,1266,1833
2,1266,2320,1273,2532,3805
1,2171,3578,1371,2171,3542
1,713,1120,385,713,1098
3,713,1120,1154,2139,3293
1,1519,2443,484,1519,2003
1,1519,2443,826,1519,2345
1,344,540,185,344,529
1,1555,2443,570,1555,2125
1,1083,1701,363,1083,1446
1,344,540,66,344,410
1,344,540,185,344,529
1,713,1120,261,713,974
3,487,783,395,1461,1856
1,2171,3578,1335,2171,3506
2,344,540,165,688,853
1,2171,3578,656,2171,2827
1,26,70,43,26,69
18,26,70,616,468,1084
26,2,5,75,52,127
14,2,5,41,28,69
7,13,35,103,91,194
28,1,2,27,28,55
10,13,35,217,130,347
11,13,35,238,143,381
19,1,2,18,19,37
2,13,35,43,26,69
12,13,35,256,156,412
32,1,2,31,32,63
25,1,2,24,25,49
16,1,2,15,16,31
14,9,25,151,126,277
32,1,2,20,32,52
6,1,2,4,6,10
6,1,2,6,6,12
16,1,2,15,16,31
18,1,2,10,18,28
17,1,2,10,17,27
11,2,5,20,22,42
29,2,5,52,58,110
3,2,5,7,6,13
7,2,5,16,14,30
5,11,29,87,55,142
9,11,29,157,99,256
3,2,5,6,6,12
14,2,5,27,28,55
30,2,5,57,60,117
19,8,21,239,152,391
12,1,4,29,12,41
15,1,4,37,15,52
9,2,5,21,18,39
27,2,5,63,54,117
5,2,5,12,10,22
1,1482,2384,473,1482,1955
3,1482,2384,1562,4446,6008
2,755,1215,410,1510,1920
3,1482,2384,2420,4446,6866
1,755,1215,436,755,1191
3,1482,2384,2563,4446,7009
1,1482,2384,807,1482,2289
10,24,64,387,240,627
3,59,159,238,177,415
25,2,5,74,50,124
20,2,5,59,40,99
27,2,5,76,54,130
20,2,5,56,40,96
22,2,5,64,44,108
11,3,9,59,33,92
8,3,9,43,24,67
2,2,5,5,4,9
27,2,5,72,54,126
5,3,9,29,15,44
3,3,9,17,9,26
20,3,9,91,60,151
26,3,9,119,78,197
28,3,9,113,84,197
8,3,9,32,24,56
21,2,5,49,42,91
2,2,5,5,4,9
28,3,9,123,84,207
9,3,9,39,27,66
5,2,5,11,10,21
8,2,5,17,16,33
29,2,5,81,58,139
8,2,5,22,16,38
25,2,5,70,50,120
1,7,9,1,7,8
3,7,9,2,21,23
16,7,9,16,112,128
17,7,9,14,119,133
4,3,8,16,12,28
4,3,8,20,12,32
17,3,8,63,51,114
12,3,8,48,36,84
17,3,8,84,51,135
11,3,8,51,33,84
17,8,22,186,136,322
11,8,22,120,88,208
4,8,22,44,32,76
3,8,22,41,24,65
1,8,22,13,8,21
11,8,22,152,88,240
20,8,22,276,160,436
4,9,24,58,36,94
19,9,24,276,171,447
29,13,35,425,377,802
28,13,35,479,364,843
1,13,35,21,13,34
23,13,35,474,299,773
23,13,35,401,299,700
21,13,35,433,273,706
17,13,35,362,221,583
20,13,35,314,260,574
28,13,35,410,364,774
19,13,35,325,247,572
6,13,35,130,78,208
14,13,35,254,182,436
11,13,35,173,143,316
8,13,35,170,104,274
17,13,35,243,221,464
21,13,35,300,273,573
2,13,35,31,26,57
18,13,35,257,234,491
9,13,35,154,117,271
1,38,50,6,38,44
4,38,50,46,152,198
14,42,54,62,588,650
14,38,50,119,532,651
28,38,50,322,1064,1386
12,42,54,118,504,622
2,38,50,13,76,89
3,1266,2320,1909,3798,5707
1,420,769,295,420,715
1,1252,2295,951,1252,2203
1,1252,2295,951,1252,2203
1,295,540,126,295,421
1,308,565,246,308,554
1,487,783,186,487,673
1,713,1120,329,713,1042
3,1083,1701,1650,3249,4899
1,1083,1701,499,1083,1582
3,487,783,865,1461,2326
3,1555,2443,1491,4665,6156
1,713,1120,205,713,918
1,713,1120,205,713,918
19,26,70,809,494,1303
29,26,70,1256,754,2010
15,3,9,85,45,130
11,1,2,6,11,17
6,2,5,18,12,30
1,2,5,3,2,5
10,2,5,30,20,50
4,2,5,12,8,20
13,2,5,38,26,64
6,11,29,85,66,151
4,11,29,57,44,101
6,11,29,85,66,151
7,2,5,14,14,28
26,2,5,51,52,103
3,9,25,32,27,59
4,1,2,4,4,8
17,2,5,32,34,66
6,2,5,11,12,23
25,1,2,25,25,50
25,1,2,25,25,50
12,1,2,12,12,24
31,2,5,87,62,149
2,12,33,30,24,54
6,12,33,90,72,162
29,11,30,455,319,774
26,11,30,408,286,694
23,1,4,67,23,90
3,1,2,2,3,5
19,1,2,11,19,30
4,1,2,2,4,6
19,1,2,18,19,37
16,1,2,15,16,31
24,1,4,70,24,94
4,1,4,12,4,16
15,2,5,35,30,65
6,1,2,4,6,10
24,1,2,17,24,41
25,2,5,59,50,109
7,1,4,20,7,27
26,1,4,76,26,102
20,1,2,14,20,34
1,1482,2384,401,1482,1883
1,1482,2384,807,1482,2289
2,461,742,369,922,1291
3,461,742,353,1383,1736
24,2,5,47,48,95
14,2,5,27,28,55
8,2,5,24,16,40
1,2,5,3,2,5
19,2,5,36,38,74
9,2,5,27,18,45
17,4,10,66,68,134
5,4,10,20,20,40
9,2,5,27,18,45
15,2,5,44,30,74
16,2,5,34,32,66
21,2,5,44,42,86
27,3,9,123,81,204
7,3,9,32,21,53
3,3,9,14,9,23
20,2,5,39,40,79
21,2,5,41,42,83
2,2,5,6,4,10
6,2,5,13,12,25
18,2,5,41,36,77
7,2,5,16,14,30
28,4,10,106,112,218
19,3,9,102,57,159
23,3,9,124,69,193
32,3,9,129,96,225
17,3,9,68,51,119
14,7,9,27,98,125
20,7,9,2,140,142
23,7,9,0,161,161
14,3,8,68,42,110
8,3,8,39,24,63
24,8,22,331,192,523
11,8,22,120,88,208
14,8,22,128,112,240
3,8,22,41,24,65
21,8,22,220,168,388
26,8,22,358,208,566
13,8,22,145,104,249
25,9,24,279,225,504
16,9,24,225,144,369
5,9,24,53,45,98
26,13,35,426,338,764
15,13,35,236,195,431
12,13,35,188,156,344
16,13,35,229,208,437
7,13,35,107,91,198
3,13,35,51,39,90
5,13,35,73,65,138
23,13,35,474,299,773
13,13,35,281,169,450
27,13,35,585,351,936
3,13,35,44,39,83
1,13,35,17,13,30
21,13,35,359,273,632
1,13,35,17,13,30
21,21,55,702,441,1143
12,21,55,401,252,653
15,21,55,403,315,718
10,21,55,302,210,512
13,38,50,111,494,605
16,38,50,184,608,792
29,38,50,290,1102,1392
9,38,50,104,342,446
27,38,50,81,1026,1107
30,42,54,149,1260,1409
17,42,54,11,714,725
21,42,54,173,882,1055
2,1252,2295,2040,2504,4544
3,1252,2295,2991,3756,6747
1,1266,2320,544,1266,1810
1,1252,2295,722,1252,1974
2,1266,2320,1458,2532,3990
2,1252,2295,1489,2504,3993
1,308,565,251,308,559
3,308,565,754,924,1678
1,295,540,126,295,421
1,1266,2320,636,1266,1902
1,1252,2295,630,1252,1882
1,344,540,185,344,529
1,344,540,77,344,421
1,344,540,158,344,502
1,344,540,83,344,427
2,487,783,388,974,1362
2,344,540,349,688,1037
17,3,9,81,51,132
5,3,9,28,15,43
21,3,9,101,63,164
17,1,2,10,17,27
3,1,2,2,3,5
19,1,2,19,19,38
18,1,2,18,18,36
22,2,5,43,44,87
28,2,5,83,56,139
21,2,5,62,42,104
27,2,5,80,54,134
24,11,29,404,264,668
27,11,29,455,297,752
26,12,33,392,312,704
24,2,5,49,48,97
8,2,5,16,16,32
22,2,5,62,44,106
27,2,5,53,54,107
20,2,5,39,40,79
28,2,5,53,56,109
13,2,5,25,26,51
24,1,4,68,24,92
1,1,2,1,1,2
5,1,2,5,5,10
11,1,2,10,11,21
